canal_section	surveyors	tree_number	species	number_of_trees	height_metres	diameter_centimetres	w3w_url	gmaps_url	condition	action	survey_limitation	photo_1	photo_2	photo_3	photo_4
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-005	Poplar	1	18.0	95.0	"=HYPERLINK(""https://what3words.com/defected.hiring.loops"",""defected.hiring.loops"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.753758%2C-2.318655"",""(51.753758, -2.318655)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-006	Poplar	1	12.0	57.0	"=HYPERLINK(""https://what3words.com/found.hires.ambitions"",""found.hires.ambitions"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.753766%2C-2.31862"",""(51.753766, -2.31862)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-007	Coniferous	4	14.0		"=HYPERLINK(""https://what3words.com/newsreel.ranked.storyline"",""newsreel.ranked.storyline"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.753962%2C-2.318384"",""(51.753962, -2.318384)"")"	"

"	"
"	Could not safely access other side of tree				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-008	Poplar	5	10.0	29.0	"=HYPERLINK(""https://what3words.com/observes.investors.rigid"",""observes.investors.rigid"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.753768%2C-2.318394"",""(51.753768, -2.318394)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-009	Walnut	1	10.0	35.0	"=HYPERLINK(""https://what3words.com/legend.stirs.between"",""legend.stirs.between"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.753745%2C-2.318177"",""(51.753745, -2.318177)"")"	"

"	"
"	Could not safely access other side of tree				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-010	Alder	4	20.0	59.0	"=HYPERLINK(""https://what3words.com/wanted.flagpole.swooning"",""wanted.flagpole.swooning"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752972%2C-2.315019"",""(51.752972, -2.315019)"")"	"

"	"
"	On other side of bank				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-011	Oak	1	9.0	37.0	"=HYPERLINK(""https://what3words.com/awesome.unwraps.conductor"",""awesome.unwraps.conductor"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752928%2C-2.314952"",""(51.752928, -2.314952)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-012	Elm	1	6.0	15.0	"=HYPERLINK(""https://what3words.com/expand.roosts.bleaching"",""expand.roosts.bleaching"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752947%2C-2.31463"",""(51.752947, -2.31463)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-013	Sycamore	1	12.0	45.0	"=HYPERLINK(""https://what3words.com/ignites.additives.beak"",""ignites.additives.beak"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752904%2C-2.314572"",""(51.752904, -2.314572)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-014	Cherry Laurel	6	8.0	10.0	"=HYPERLINK(""https://what3words.com/depended.ripen.snapping"",""depended.ripen.snapping"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752905%2C-2.314503"",""(51.752905, -2.314503)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-015	Elm	4	7.0	15.0	"=HYPERLINK(""https://what3words.com/scrambles.emulating.gent"",""scrambles.emulating.gent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752873%2C-2.314363"",""(51.752873, -2.314363)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-016	Hawthorn	1	8.0	20.0	"=HYPERLINK(""https://what3words.com/shadowing.tempting.sends"",""shadowing.tempting.sends"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752855%2C-2.314397"",""(51.752855, -2.314397)"")"	"
Lots of ivy in crown, Other
Leaning over Pile lock offside"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-016-hawthorn-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-017	Sycamore	1	20.0	70.0	"=HYPERLINK(""https://what3words.com/revolting.repaid.mixed"",""revolting.repaid.mixed"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752863%2C-2.314437"",""(51.752863, -2.314437)"")"	"

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-017-sycamore-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-018	Oak	2	21.0	80.0	"=HYPERLINK(""https://what3words.com/scrambles.emulating.gent"",""scrambles.emulating.gent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752864%2C-2.314372"",""(51.752864, -2.314372)"")"	"

"	"
"	Could not safely access other side of tree				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-019	Yew	1	10.0	20.0	"=HYPERLINK(""https://what3words.com/airbase.thick.anode"",""airbase.thick.anode"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752888%2C-2.314246"",""(51.752888, -2.314246)"")"	"

"	"
"	Could not safely access other side of tree				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-020	Beech	1	20.0	70.0	"=HYPERLINK(""https://what3words.com/surpassed.executive.clown"",""surpassed.executive.clown"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752855%2C-2.314168"",""(51.752855, -2.314168)"")"	"

"	"
"	No				
7 – Westfield Bridge to Pike Lock	"23/11/2021
Peter Savage,Keith Tibbitts"	WEB-021	Hawthorn	3	10.0	30.0	"=HYPERLINK(""https://what3words.com/cabbages.sizzled.comments"",""cabbages.sizzled.comments"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752829%2C-2.314169"",""(51.752829, -2.314169)"")"	"
Lots of ivy in crown
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-021-hawthorn-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/WEB-021-hawthorn-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-001	Deciduous	1	8.0		"=HYPERLINK(""https://what3words.com/shopping.research.chess"",""shopping.research.chess"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752803%2C-2.314025"",""(51.752803, -2.314025)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-002	Deciduous	3	11.0		"=HYPERLINK(""https://what3words.com/pods.imagined.shaves"",""pods.imagined.shaves"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752776%2C-2.313938"",""(51.752776, -2.313938)"")"	"
Leaning over tow path or river, Lots of ivy in crown
"	"Second opinion from Arboriculturalist
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-002-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-003	Horse Chestnut	1	15.0		"=HYPERLINK(""https://what3words.com/displays.phones.potential"",""displays.phones.potential"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752749%2C-2.313895"",""(51.752749, -2.313895)"")"	"
Leaning over tow path or river
"	"Remove Branch obstruction
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-003-horse_chestnut-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-004	Oak	1	18.0		"=HYPERLINK(""https://what3words.com/waggled.meal.amicably"",""waggled.meal.amicably"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752695%2C-2.313895"",""(51.752695, -2.313895)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-005	Deciduous	3	9.0		"=HYPERLINK(""https://what3words.com/manage.spray.gentlemen"",""manage.spray.gentlemen"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752749%2C-2.313808"",""(51.752749, -2.313808)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-006	Sycamore	3	17.0		"=HYPERLINK(""https://what3words.com/steams.jogged.proposals"",""steams.jogged.proposals"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752776%2C-2.313677"",""(51.752776, -2.313677)"")"	"
Leaning over tow path or river
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-006-sycamore-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-007	Deciduous	5	18.0		"=HYPERLINK(""https://what3words.com/nicer.scribble.foam"",""nicer.scribble.foam"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752722%2C-2.313677"",""(51.752722, -2.313677)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-008	Beech	1	15.0		"=HYPERLINK(""https://what3words.com/chains.dreamer.handsets"",""chains.dreamer.handsets"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752749%2C-2.313546"",""(51.752749, -2.313546)"")"	"
Leaning over tow path or river
"	"Remove Branch obstruction
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-008-beech-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-009	Deciduous	4	18.0		"=HYPERLINK(""https://what3words.com/clockwork.nametag.tanks"",""clockwork.nametag.tanks"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752695%2C-2.313459"",""(51.752695, -2.313459)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-010	Field Maple	1	6.0		"=HYPERLINK(""https://what3words.com/loafing.comic.deferring"",""loafing.comic.deferring"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752695%2C-2.313372"",""(51.752695, -2.313372)"")"	"
Leaning over tow path or river
"	"
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-010-field_maple-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-011	Deciduous	1	15.0		"=HYPERLINK(""https://what3words.com/enjoys.bystander.mainframe"",""enjoys.bystander.mainframe"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752641%2C-2.313372"",""(51.752641, -2.313372)"")"	"
Broken/dangling branch
"	"Remove Branch obstruction
"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-011-deciduous-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-012	Deciduous	5	12.0		"=HYPERLINK(""https://what3words.com/tables.valued.rare"",""tables.valued.rare"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752668%2C-2.313241"",""(51.752668, -2.313241)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-013	Deciduous	11	18.0		"=HYPERLINK(""https://what3words.com/cringe.toasted.stability"",""cringe.toasted.stability"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752641%2C-2.31311"",""(51.752641, -2.31311)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-014	Beech	3	18.0		"=HYPERLINK(""https://what3words.com/stones.producing.stove"",""stones.producing.stove"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752668%2C-2.312979"",""(51.752668, -2.312979)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-015	Deciduous	2	12.0		"=HYPERLINK(""https://what3words.com/orbited.decency.harsh"",""orbited.decency.harsh"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752614%2C-2.312849"",""(51.752614, -2.312849)"")"	"
Tree is dead, Other
Dead tree leaning towards canal and caught in branch of beech tree which is dead."	"
Remove both fallen trees"	On other side of bank	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-015-deciduous-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-015-deciduous-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-016	Sycamore	1	20.0		"=HYPERLINK(""https://what3words.com/utensil.robot.presides"",""utensil.robot.presides"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752614%2C-2.312762"",""(51.752614, -2.312762)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-017	Beech	1	12.0		"=HYPERLINK(""https://what3words.com/utensil.robot.presides"",""utensil.robot.presides"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752614%2C-2.312762"",""(51.752614, -2.312762)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Glenda Duirs,Chris Shaw"	PIL-018	Beech	1	20.0		"=HYPERLINK(""https://what3words.com/texts.paints.banquets"",""texts.paints.banquets"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.75256%2C-2.312762"",""(51.75256, -2.312762)"")"	"

"	"
"	On other side of bank				
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-019	Sycamore	1	13.0	45.0	"=HYPERLINK(""https://what3words.com/dish.caller.thrashing"",""dish.caller.thrashing"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752894%2C-2.313831"",""(51.752894, -2.313831)"")"	"

"	"
"	No				
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-020	Horse Chestnut	1	13.0	50.0	"=HYPERLINK(""https://what3words.com/womb.showrooms.outboard"",""womb.showrooms.outboard"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752913%2C-2.313714"",""(51.752913, -2.313714)"")"	"

"	"
"	No				
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-021	Alder	1	13.0	50.0	"=HYPERLINK(""https://what3words.com/backed.majors.panting"",""backed.majors.panting"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752866%2C-2.313595"",""(51.752866, -2.313595)"")"	"
Bracket fungus on trunk, Other
Growth around base, fungus, damaged trunk 2m high caused by sign."	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-021-alder-condition.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-022	Sycamore	1	12.0	34.0	"=HYPERLINK(""https://what3words.com/marsh.casino.goggle"",""marsh.casino.goggle"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752962%2C-2.313345"",""(51.752962, -2.313345)"")"	"
Lots of ivy in crown, Broken/dangling branch
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-022-sycamore-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-022-sycamore-condition.jpg"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"",""Photo 2"")"		
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-023	Field Maple	2	14.0		"=HYPERLINK(""https://what3words.com/lyricism.bleak.ports"",""lyricism.bleak.ports"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752994%2C-2.313194"",""(51.752994, -2.313194)"")"	"

"	"
"	Other	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-023-field_maple-additional_photo_1.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-024	Ash	1	18.0	48.0	"=HYPERLINK(""https://what3words.com/various.jetliner.decorator"",""various.jetliner.decorator"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752948%2C-2.313083"",""(51.752948, -2.313083)"")"	"Class 1 - 100% to 75%

"	"
"	Other	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-024-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-025	Ash	1	10.0	24.0	"=HYPERLINK(""https://what3words.com/smothered.munched.trade"",""smothered.munched.trade"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752963%2C-2.313012"",""(51.752963, -2.313012)"")"	"Class 3 - 50% to 25%
Leaning over tow path or river
"	"
"	No	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-025-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-026	Alder	1	10.0	25.0	"=HYPERLINK(""https://what3words.com/confused.plates.arose"",""confused.plates.arose"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752876%2C-2.31318"",""(51.752876, -2.31318)"")"	"

"	"
"	No				
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-027	Ash	1	17.0		"=HYPERLINK(""https://what3words.com/evolution.project.longer"",""evolution.project.longer"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752782%2C-2.313074"",""(51.752782, -2.313074)"")"	"Class 1 - 100% to 75%

"	"
"	Could not safely access other side of tree	"=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""=HYPERLINK(""https://rawcdn.githack.com/connectedblue/tree-images/a9cf0a0064aedc95aceeee2332b7f40662cf5b7c//01/local/PIL-027-ash-general_photo.jpg"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"",""Photo 1"")"			
8 – Pike Lock to Blunder Lock	"30/11/2021
Keith Tibbitts,Peter Savage"	PIL-028	Sycamore	1	12.0	40.0	"=HYPERLINK(""https://what3words.com/window.sing.insolvent"",""window.sing.insolvent"")"	"=HYPERLINK(""https://www.google.com/maps/search/?api=1&query=51.752794%2C-2.313055"",""(51.752794, -2.313055)"")"	"

"	"
"	Could not safely access other side of tree				
